name,label,source_id,split
image_0000211_crop_0000011.png,1,image_0000211,train
image_0000211_crop_0000012.png,1,image_0000211,train
image_0000211_crop_0000013.png,1,image_0000211,train
image_0000212_crop_0000001.png,0,image_0000212,train
image_0000217_crop_0000002.png,1,image_0000217,test
image_0000219_crop_0000001.png,0,image_0000219,train
image_0000221_crop_0000002.png,1,image_0000221,val
image_0000222_crop_0000001.png,0,image_0000222,train
image_0000224_crop_0000001.png,0,image_0000224,test
image_0000227_crop_0000001.png,1,image_0000227,train
image_0000228_crop_0000001.png,1,image_0000228,test
image_0000228_crop_0000002.png,1,image_0000228,test
image_0000230_crop_0000005.png,1,image_0000230,train
image_0000235_crop_0000003.png,1,image_0000235,train
image_0000238_crop_0000001.png,0,image_0000238,train
image_0000243_crop_0000001.png,1,image_0000243,val
image_0000246_crop_0000001.png,1,image_0000246,train
image_0000247_crop_0000001.png,0,image_0000247,val
image_0000248_crop_0000001.png,1,image_0000248,train
image_0000252_crop_0000002.png,1,image_0000252,train
image_0000252_crop_0000003.png,1,image_0000252,train
image_0000254_crop_0000001.png,1,image_0000254,train
image_0000254_crop_0000002.png,1,image_0000254,train
image_0000254_crop_0000003.png,1,image_0000254,train
image_0000254_crop_0000004.png,1,image_0000254,train
image_0000254_crop_0000005.png,1,image_0000254,train
image_0000254_crop_0000006.png,1,image_0000254,train
image_0000254_crop_0000007.png,1,image_0000254,train
image_0000254_crop_0000008.png,1,image_0000254,train
image_0000254_crop_0000009.png,1,image_0000254,train
image_0000254_crop_0000010.png,1,image_0000254,train
image_0000259_crop_0000001.png,0,image_0000259,val
image_0000260_crop_0000001.png,1,image_0000260,test
image_0000261_crop_0000001.png,0,image_0000261,train
image_0000262_crop_0000001.png,0,image_0000262,train
image_0000264_crop_0000001.png,0,image_0000264,train
image_0000265_crop_0000002.png,0,image_0000265,test
image_0000265_crop_0000003.png,1,image_0000265,test
image_0000265_crop_0000004.png,0,image_0000265,test
image_0000271_crop_0000002.png,1,image_0000271,train
image_0000272_crop_0000001.png,1,image_0000272,train
image_0000272_crop_0000002.png,1,image_0000272,train
image_0000272_crop_0000003.png,1,image_0000272,train
image_0000272_crop_0000004.png,1,image_0000272,train
image_0000272_crop_0000005.png,1,image_0000272,train
image_0000272_crop_0000006.png,1,image_0000272,train
image_0000272_crop_0000007.png,1,image_0000272,train
image_0000272_crop_0000008.png,1,image_0000272,train
image_0000272_crop_0000009.png,1,image_0000272,train
image_0000272_crop_0000010.png,1,image_0000272,train
image_0000272_crop_0000011.png,1,image_0000272,train
image_0000274_crop_0000001.png,0,image_0000274,test
image_0000274_crop_0000002.png,0,image_0000274,test
image_0000279_crop_0000001.png,1,image_0000279,train
image_0000279_crop_0000002.png,1,image_0000279,train
image_0000279_crop_0000003.png,1,image_0000279,train
image_0000279_crop_0000004.png,1,image_0000279,train
image_0000279_crop_0000005.png,1,image_0000279,train
image_0000279_crop_0000006.png,1,image_0000279,train
image_0000279_crop_0000007.png,1,image_0000279,train
image_0000279_crop_0000008.png,1,image_0000279,train
image_0000280_crop_0000003.png,0,image_0000280,train
image_0000281_crop_0000001.png,1,image_0000281,train
image_0000283_crop_0000001.png,0,image_0000283,val
image_0000284_crop_0000001.png,0,image_0000284,train
image_0000284_crop_0000002.png,0,image_0000284,train
image_0000284_crop_0000003.png,0,image_0000284,train
image_0000284_crop_0000004.png,0,image_0000284,train
image_0000284_crop_0000005.png,0,image_0000284,train
image_0000284_crop_0000006.png,0,image_0000284,train
image_0000284_crop_0000007.png,0,image_0000284,train
image_0000284_crop_0000008.png,0,image_0000284,train
image_0000284_crop_0000009.png,0,image_0000284,train
image_0000289_crop_0000001.png,0,image_0000289,train
image_0000289_crop_0000002.png,0,image_0000289,train
image_0000290_crop_0000001.png,0,image_0000290,test
image_0000290_crop_0000004.png,0,image_0000290,test
image_0000291_crop_0000001.png,1,image_0000291,train
image_0000294_crop_0000002.png,0,image_0000294,train
image_0000295_crop_0000001.png,0,image_0000295,val
image_0000296_crop_0000001.png,1,image_0000296,train
image_0000296_crop_0000004.png,1,image_0000296,train
image_0000296_crop_0000005.png,1,image_0000296,train
image_0000301_crop_0000001.png,1,image_0000301,test
image_0000310_crop_0000001.png,0,image_0000310,test
image_0000310_crop_0000002.png,0,image_0000310,test
image_0000316_crop_0000002.png,0,image_0000316,train
image_0000317_crop_0000003.png,0,image_0000317,train
image_0000318_crop_0000006.png,0,image_0000318,test
image_0000323_crop_0000001.png,1,image_0000323,train
image_0000328_crop_0000001.png,1,image_0000328,train
image_0000328_crop_0000002.png,1,image_0000328,train
image_0000331_crop_0000001.png,1,image_0000331,val
image_0000331_crop_0000002.png,1,image_0000331,val
image_0000331_crop_0000003.png,1,image_0000331,val
image_0000332_crop_0000001.png,1,image_0000332,test
image_0000332_crop_0000002.png,1,image_0000332,test
image_0000332_crop_0000003.png,1,image_0000332,test
image_0000332_crop_0000004.png,1,image_0000332,test
image_0000332_crop_0000005.png,1,image_0000332,test
image_0000332_crop_0000006.png,1,image_0000332,test
image_0000332_crop_0000007.png,1,image_0000332,test
image_0000332_crop_0000008.png,1,image_0000332,test
image_0000332_crop_0000009.png,1,image_0000332,test
image_0000332_crop_0000010.png,1,image_0000332,test
image_0000332_crop_0000011.png,1,image_0000332,test
image_0000332_crop_0000012.png,1,image_0000332,test
image_0000337_crop_0000001.png,0,image_0000337,train
image_0000337_crop_0000002.png,1,image_0000337,train
image_0000338_crop_0000001.png,0,image_0000338,train
image_0000340_crop_0000001.png,0,image_0000340,train
image_0000340_crop_0000002.png,1,image_0000340,train
image_0000340_crop_0000003.png,0,image_0000340,train
image_0000340_crop_0000004.png,0,image_0000340,train
image_0000342_crop_0000001.png,0,image_0000342,test
image_0000342_crop_0000002.png,1,image_0000342,test
image_0000344_crop_0000002.png,0,image_0000344,train
image_0000350_crop_0000001.png,0,image_0000350,test
image_0000351_crop_0000001.png,0,image_0000351,train
image_0000351_crop_0000002.png,1,image_0000351,train
image_0000351_crop_0000003.png,1,image_0000351,train
image_0000352_crop_0000001.png,0,image_0000352,train
image_0000353_crop_0000001.png,0,image_0000353,train
image_0000355_crop_0000003.png,0,image_0000355,train
image_0000356_crop_0000001.png,0,image_0000356,train
image_0000356_crop_0000002.png,0,image_0000356,train
image_0000356_crop_0000003.png,0,image_0000356,train
image_0000356_crop_0000004.png,0,image_0000356,train
image_0000364_crop_0000001.png,0,image_0000364,train
image_0000364_crop_0000002.png,1,image_0000364,train
image_0000364_crop_0000004.png,1,image_0000364,train
image_0000367_crop_0000001.png,1,image_0000367,train
image_0000368_crop_0000001.png,0,image_0000368,val
image_0000369_crop_0000002.png,0,image_0000369,train
image_0000380_crop_0000001.png,1,image_0000380,train
image_0000380_crop_0000002.png,1,image_0000380,train
image_0000380_crop_0000003.png,1,image_0000380,train
image_0000380_crop_0000004.png,1,image_0000380,train
image_0000380_crop_0000005.png,1,image_0000380,train
image_0000380_crop_0000006.png,1,image_0000380,train
image_0000380_crop_0000007.png,1,image_0000380,train
image_0000380_crop_0000008.png,1,image_0000380,train
image_0000384_crop_0000004.png,0,image_0000384,train
image_0000385_crop_0000001.png,1,image_0000385,test
image_0000385_crop_0000002.png,1,image_0000385,test
image_0000385_crop_0000003.png,1,image_0000385,test
image_0000385_crop_0000004.png,1,image_0000385,test
image_0000385_crop_0000005.png,1,image_0000385,test
image_0000385_crop_0000006.png,1,image_0000385,test
image_0000385_crop_0000007.png,1,image_0000385,test
image_0000385_crop_0000008.png,1,image_0000385,test
image_0000385_crop_0000009.png,1,image_0000385,test
image_0000386_crop_0000001.png,0,image_0000386,train
image_0000388_crop_0000001.png,0,image_0000388,val
image_0000389_crop_0000003.png,0,image_0000389,test
image_0000390_crop_0000001.png,1,image_0000390,test
image_0000390_crop_0000002.png,1,image_0000390,test
image_0000391_crop_0000001.png,0,image_0000391,test
image_0000393_crop_0000001.png,1,image_0000393,train
image_0000393_crop_0000002.png,1,image_0000393,train
image_0000393_crop_0000003.png,1,image_0000393,train
image_0000395_crop_0000001.png,1,image_0000395,train
image_0000395_crop_0000003.png,0,image_0000395,train
image_0000395_crop_0000004.png,0,image_0000395,train
image_0000398_crop_0000001.png,0,image_0000398,test
image_0000398_crop_0000002.png,0,image_0000398,test
image_0000398_crop_0000004.png,0,image_0000398,test
image_0000401_crop_0000001.png,0,image_0000401,train
image_0000402_crop_0000002.png,1,image_0000402,test
image_0000403_crop_0000001.png,0,image_0000403,train
image_0000403_crop_0000002.png,0,image_0000403,train
image_0000404_crop_0000001.png,0,image_0000404,test
image_0000404_crop_0000002.png,0,image_0000404,test
image_0000404_crop_0000003.png,0,image_0000404,test
image_0000404_crop_0000004.png,0,image_0000404,test
image_0000404_crop_0000005.png,0,image_0000404,test
image_0000404_crop_0000006.png,0,image_0000404,test
image_0000405_crop_0000001.png,0,image_0000405,val
image_0000406_crop_0000001.png,0,image_0000406,train
image_0000406_crop_0000002.png,0,image_0000406,train
image_0000406_crop_0000003.png,0,image_0000406,train
image_0000406_crop_0000004.png,0,image_0000406,train
image_0000408_crop_0000001.png,1,image_0000408,train
image_0000412_crop_0000001.png,0,image_0000412,train
image_0000412_crop_0000002.png,0,image_0000412,train
image_0000417_crop_0000001.png,1,image_0000417,val
image_0000417_crop_0000002.png,1,image_0000417,val
image_0000417_crop_0000003.png,1,image_0000417,val
image_0000417_crop_0000004.png,1,image_0000417,val
image_0000417_crop_0000005.png,1,image_0000417,val
image_0000417_crop_0000006.png,1,image_0000417,val
image_0000417_crop_0000007.png,1,image_0000417,val
image_0000417_crop_0000008.png,1,image_0000417,val
image_0000418_crop_0000008.png,1,image_0000418,train
image_0000422_crop_0000001.png,1,image_0000422,train
image_0000422_crop_0000002.png,1,image_0000422,train
image_0000423_crop_0000001.png,1,image_0000423,train
image_0000423_crop_0000002.png,0,image_0000423,train
image_0000427_crop_0000001.png,1,image_0000427,train
image_0000432_crop_0000002.png,1,image_0000432,test
image_0000441_crop_0000001.png,0,image_0000441,train
image_0000441_crop_0000002.png,0,image_0000441,train
image_0000443_crop_0000001.png,0,image_0000443,test
image_0000445_crop_0000001.png,0,image_0000445,train
image_0000446_crop_0000001.png,1,image_0000446,train
image_0000446_crop_0000002.png,1,image_0000446,train
image_0000446_crop_0000003.png,1,image_0000446,train
image_0000446_crop_0000004.png,1,image_0000446,train
image_0000446_crop_0000005.png,1,image_0000446,train
image_0000446_crop_0000006.png,1,image_0000446,train
image_0000446_crop_0000007.png,1,image_0000446,train
image_0000446_crop_0000008.png,1,image_0000446,train
image_0000447_crop_0000001.png,1,image_0000447,test
image_0000447_crop_0000002.png,1,image_0000447,test
image_0000447_crop_0000003.png,1,image_0000447,test
image_0000447_crop_0000004.png,1,image_0000447,test
image_0000447_crop_0000005.png,1,image_0000447,test
image_0000447_crop_0000006.png,1,image_0000447,test
image_0000447_crop_0000007.png,1,image_0000447,test
image_0000447_crop_0000008.png,1,image_0000447,test
image_0000449_crop_0000002.png,1,image_0000449,train
image_0000455_crop_0000001.png,1,image_0000455,train
image_0000455_crop_0000002.png,1,image_0000455,train
image_0000455_crop_0000003.png,1,image_0000455,train
image_0000455_crop_0000004.png,1,image_0000455,train
image_0000455_crop_0000005.png,1,image_0000455,train
image_0000455_crop_0000006.png,1,image_0000455,train
image_0000455_crop_0000007.png,1,image_0000455,train
image_0000456_crop_0000001.png,0,image_0000456,test
image_0000457_crop_0000001.png,0,image_0000457,train
image_0000457_crop_0000002.png,0,image_0000457,train
image_0000460_crop_0000002.png,0,image_0000460,train
image_0000461_crop_0000005.png,0,image_0000461,test
image_0000461_crop_0000007.png,1,image_0000461,test
image_0000461_crop_0000009.png,1,image_0000461,test
image_0000461_crop_0000010.png,1,image_0000461,test
image_0000461_crop_0000011.png,0,image_0000461,test
image_0000461_crop_0000012.png,0,image_0000461,test
image_0000466_crop_0000001.png,0,image_0000466,train
image_0000466_crop_0000002.png,0,image_0000466,train
image_0000466_crop_0000003.png,0,image_0000466,train
image_0000468_crop_0000001.png,0,image_0000468,train
image_0000468_crop_0000003.png,1,image_0000468,train
image_0000471_crop_0000001.png,1,image_0000471,train
image_0000471_crop_0000002.png,1,image_0000471,train
image_0000471_crop_0000003.png,1,image_0000471,train
image_0000473_crop_0000001.png,1,image_0000473,train
image_0000473_crop_0000002.png,1,image_0000473,train
image_0000473_crop_0000003.png,1,image_0000473,train
image_0000473_crop_0000004.png,1,image_0000473,train
image_0000474_crop_0000001.png,0,image_0000474,train
image_0000474_crop_0000002.png,0,image_0000474,train
image_0000474_crop_0000003.png,0,image_0000474,train
image_0000477_crop_0000001.png,0,image_0000477,train
image_0000483_crop_0000001.png,0,image_0000483,test
image_0000483_crop_0000002.png,0,image_0000483,test
image_0000486_crop_0000001.png,0,image_0000486,train
image_0000487_crop_0000001.png,1,image_0000487,train
image_0000487_crop_0000002.png,1,image_0000487,train
image_0000487_crop_0000003.png,1,image_0000487,train
image_0000487_crop_0000004.png,1,image_0000487,train
image_0000487_crop_0000005.png,1,image_0000487,train
image_0000487_crop_0000006.png,1,image_0000487,train
image_0000487_crop_0000007.png,1,image_0000487,train
image_0000487_crop_0000008.png,1,image_0000487,train
image_0000488_crop_0000001.png,0,image_0000488,train
image_0000491_crop_0000001.png,0,image_0000491,train
image_0000492_crop_0000001.png,0,image_0000492,train
image_0000499_crop_0000001.png,1,image_0000499,val
image_0000499_crop_0000002.png,1,image_0000499,val
image_0000499_crop_0000003.png,1,image_0000499,val
image_0000499_crop_0000004.png,1,image_0000499,val
image_0000499_crop_0000005.png,1,image_0000499,val
image_0000499_crop_0000006.png,1,image_0000499,val
image_0000500_crop_0000001.png,0,image_0000500,train
image_0000500_crop_0000002.png,1,image_0000500,train
image_0000500_crop_0000003.png,0,image_0000500,train
image_0000500_crop_0000004.png,0,image_0000500,train
image_0000500_crop_0000005.png,0,image_0000500,train
image_0000501_crop_0000001.png,1,image_0000501,train
image_0000501_crop_0000002.png,1,image_0000501,train
image_0000501_crop_0000003.png,1,image_0000501,train
image_0000501_crop_0000004.png,1,image_0000501,train
image_0000501_crop_0000005.png,1,image_0000501,train
image_0000501_crop_0000006.png,1,image_0000501,train
image_0000502_crop_0000001.png,1,image_0000502,train
image_0000502_crop_0000002.png,1,image_0000502,train
image_0000502_crop_0000003.png,1,image_0000502,train
image_0000503_crop_0000001.png,1,image_0000503,val
image_0000504_crop_0000001.png,1,image_0000504,train
image_0000504_crop_0000002.png,0,image_0000504,train
image_0000505_crop_0000001.png,0,image_0000505,train
image_0000507_crop_0000003.png,0,image_0000507,test
image_0000508_crop_0000001.png,1,image_0000508,train
image_0000508_crop_0000002.png,1,image_0000508,train
image_0000508_crop_0000003.png,1,image_0000508,train
image_0000509_crop_0000001.png,1,image_0000509,test
image_0000509_crop_0000002.png,1,image_0000509,test
image_0000509_crop_0000003.png,1,image_0000509,test
image_0000509_crop_0000004.png,1,image_0000509,test
image_0000509_crop_0000005.png,1,image_0000509,test
image_0000509_crop_0000006.png,1,image_0000509,test
image_0000509_crop_0000007.png,1,image_0000509,test
image_0000509_crop_0000008.png,1,image_0000509,test
image_0000512_crop_0000001.png,0,image_0000512,test
image_0000513_crop_0000001.png,0,image_0000513,train
image_0000514_crop_0000001.png,0,image_0000514,val
image_0000516_crop_0000002.png,1,image_0000516,train
image_0000517_crop_0000001.png,1,image_0000517,train
image_0000517_crop_0000002.png,1,image_0000517,train
image_0000517_crop_0000003.png,1,image_0000517,train
image_0000517_crop_0000004.png,1,image_0000517,train
image_0000517_crop_0000005.png,1,image_0000517,train
image_0000517_crop_0000006.png,1,image_0000517,train
image_0000517_crop_0000007.png,1,image_0000517,train
image_0000517_crop_0000008.png,1,image_0000517,train
image_0000518_crop_0000001.png,0,image_0000518,train
image_0000518_crop_0000003.png,1,image_0000518,train
image_0000519_crop_0000001.png,0,image_0000519,train
image_0000520_crop_0000001.png,1,image_0000520,train
image_0000520_crop_0000002.png,1,image_0000520,train
image_0000520_crop_0000003.png,1,image_0000520,train
image_0000522_crop_0000001.png,0,image_0000522,train
image_0000522_crop_0000002.png,0,image_0000522,train
image_0000527_crop_0000001.png,0,image_0000527,test
image_0000528_crop_0000001.png,1,image_0000528,train
image_0000529_crop_0000001.png,1,image_0000529,train
image_0000530_crop_0000001.png,1,image_0000530,train
image_0000530_crop_0000002.png,1,image_0000530,train
image_0000530_crop_0000003.png,1,image_0000530,train
image_0000530_crop_0000004.png,1,image_0000530,train
image_0000530_crop_0000005.png,1,image_0000530,train
image_0000530_crop_0000006.png,1,image_0000530,train
image_0000530_crop_0000007.png,1,image_0000530,train
image_0000530_crop_0000008.png,1,image_0000530,train
image_0000530_crop_0000009.png,1,image_0000530,train
image_0000530_crop_0000010.png,1,image_0000530,train
image_0000533_crop_0000001.png,1,image_0000533,train
image_0000533_crop_0000002.png,1,image_0000533,train
image_0000533_crop_0000003.png,1,image_0000533,train
image_0000533_crop_0000004.png,1,image_0000533,train
image_0000533_crop_0000005.png,1,image_0000533,train
image_0000533_crop_0000006.png,1,image_0000533,train
image_0000533_crop_0000007.png,1,image_0000533,train
image_0000533_crop_0000008.png,1,image_0000533,train
image_0000535_crop_0000001.png,0,image_0000535,train
image_0000535_crop_0000002.png,0,image_0000535,train
image_0000535_crop_0000003.png,1,image_0000535,train
image_0000535_crop_0000004.png,0,image_0000535,train
image_0000536_crop_0000001.png,0,image_0000536,train
image_0000538_crop_0000002.png,0,image_0000538,train
image_0000538_crop_0000003.png,0,image_0000538,train
image_0000540_crop_0000001.png,0,image_0000540,test
image_0000540_crop_0000002.png,0,image_0000540,test
image_0000540_crop_0000003.png,0,image_0000540,test
image_0000540_crop_0000004.png,0,image_0000540,test
image_0000540_crop_0000005.png,0,image_0000540,test
image_0000540_crop_0000006.png,0,image_0000540,test
image_0000540_crop_0000007.png,0,image_0000540,test
image_0000540_crop_0000008.png,0,image_0000540,test
image_0000540_crop_0000009.png,0,image_0000540,test
image_0000540_crop_0000010.png,0,image_0000540,test
image_0000542_crop_0000001.png,0,image_0000542,test
image_0000542_crop_0000002.png,0,image_0000542,test
image_0000543_crop_0000001.png,0,image_0000543,train
image_0000544_crop_0000003.png,0,image_0000544,val
image_0000545_crop_0000001.png,0,image_0000545,train
image_0000545_crop_0000002.png,0,image_0000545,train
image_0000545_crop_0000003.png,0,image_0000545,train
image_0000545_crop_0000004.png,0,image_0000545,train
image_0000545_crop_0000005.png,0,image_0000545,train
image_0000545_crop_0000006.png,0,image_0000545,train
image_0000552_crop_0000002.png,1,image_0000552,val
image_0000552_crop_0000003.png,1,image_0000552,val
image_0000553_crop_0000001.png,0,image_0000553,train
image_0000553_crop_0000002.png,0,image_0000553,train
image_0000553_crop_0000003.png,0,image_0000553,train
image_0000553_crop_0000004.png,0,image_0000553,train
image_0000553_crop_0000005.png,0,image_0000553,train
image_0000553_crop_0000006.png,0,image_0000553,train
image_0000553_crop_0000007.png,0,image_0000553,train
image_0000554_crop_0000006.png,0,image_0000554,train
image_0000554_crop_0000007.png,0,image_0000554,train
image_0000554_crop_0000008.png,0,image_0000554,train
image_0000554_crop_0000010.png,0,image_0000554,train
image_0000554_crop_0000011.png,0,image_0000554,train
image_0000555_crop_0000001.png,0,image_0000555,test
image_0000555_crop_0000002.png,0,image_0000555,test
image_0000555_crop_0000004.png,0,image_0000555,test
image_0000555_crop_0000005.png,0,image_0000555,test
image_0000555_crop_0000007.png,0,image_0000555,test
image_0000555_crop_0000008.png,0,image_0000555,test
image_0000555_crop_0000009.png,0,image_0000555,test
image_0000555_crop_0000010.png,0,image_0000555,test
image_0000556_crop_0000001.png,0,image_0000556,train
image_0000556_crop_0000002.png,0,image_0000556,train
image_0000556_crop_0000004.png,0,image_0000556,train
image_0000556_crop_0000005.png,0,image_0000556,train
image_0000556_crop_0000006.png,0,image_0000556,train
image_0000557_crop_0000001.png,0,image_0000557,train
image_0000557_crop_0000003.png,0,image_0000557,train
image_0000557_crop_0000004.png,0,image_0000557,train
image_0000557_crop_0000007.png,1,image_0000557,train
image_0000557_crop_0000008.png,0,image_0000557,train
image_0000557_crop_0000009.png,0,image_0000557,train
image_0000557_crop_0000010.png,0,image_0000557,train
image_0000557_crop_0000011.png,0,image_0000557,train
image_0000557_crop_0000012.png,0,image_0000557,train
image_0000557_crop_0000013.png,1,image_0000557,train
image_0000557_crop_0000014.png,0,image_0000557,train
image_0000557_crop_0000017.png,0,image_0000557,train
image_0000558_crop_0000001.png,0,image_0000558,train
image_0000558_crop_0000002.png,0,image_0000558,train
image_0000558_crop_0000003.png,0,image_0000558,train
image_0000558_crop_0000004.png,0,image_0000558,train
image_0000558_crop_0000005.png,0,image_0000558,train
image_0000558_crop_0000006.png,0,image_0000558,train
image_0000559_crop_0000001.png,0,image_0000559,val
image_0000573_crop_0000001.png,1,image_0000573,train
image_0000573_crop_0000002.png,1,image_0000573,train
image_0000573_crop_0000003.png,1,image_0000573,train
image_0000573_crop_0000004.png,1,image_0000573,train
image_0000573_crop_0000006.png,0,image_0000573,train
image_0000574_crop_0000001.png,1,image_0000574,train
image_0000574_crop_0000003.png,0,image_0000574,train
image_0000574_crop_0000004.png,0,image_0000574,train
image_0000574_crop_0000005.png,1,image_0000574,train
image_0000575_crop_0000001.png,1,image_0000575,train
image_0000575_crop_0000002.png,1,image_0000575,train
image_0000575_crop_0000003.png,1,image_0000575,train
image_0000576_crop_0000001.png,0,image_0000576,train
image_0000576_crop_0000002.png,0,image_0000576,train
image_0000576_crop_0000003.png,1,image_0000576,train
image_0000576_crop_0000004.png,0,image_0000576,train
image_0000577_crop_0000001.png,1,image_0000577,train
image_0000577_crop_0000002.png,1,image_0000577,train
image_0000578_crop_0000001.png,1,image_0000578,train
image_0000578_crop_0000002.png,1,image_0000578,train
image_0000578_crop_0000003.png,1,image_0000578,train
image_0000579_crop_0000002.png,0,image_0000579,test
image_0000579_crop_0000003.png,0,image_0000579,test
image_0000579_crop_0000004.png,1,image_0000579,test
image_0000579_crop_0000005.png,1,image_0000579,test
image_0000579_crop_0000006.png,1,image_0000579,test
image_0000579_crop_0000007.png,1,image_0000579,test
image_0000579_crop_0000008.png,1,image_0000579,test
image_0000579_crop_0000009.png,1,image_0000579,test
image_0000579_crop_0000010.png,1,image_0000579,test
image_0000579_crop_0000011.png,1,image_0000579,test
image_0000579_crop_0000012.png,1,image_0000579,test
image_0000579_crop_0000013.png,0,image_0000579,test
image_0000579_crop_0000014.png,1,image_0000579,test
image_0000580_crop_0000001.png,0,image_0000580,test
image_0000580_crop_0000003.png,1,image_0000580,test
image_0000580_crop_0000004.png,1,image_0000580,test
image_0000581_crop_0000001.png,1,image_0000581,train
image_0000581_crop_0000002.png,1,image_0000581,train
image_0000581_crop_0000003.png,1,image_0000581,train
image_0000581_crop_0000004.png,1,image_0000581,train
image_0000582_crop_0000001.png,1,image_0000582,train
image_0000582_crop_0000002.png,1,image_0000582,train
image_0000582_crop_0000003.png,1,image_0000582,train
image_0000582_crop_0000004.png,1,image_0000582,train
image_0000582_crop_0000005.png,1,image_0000582,train
image_0000582_crop_0000006.png,1,image_0000582,train
image_0000582_crop_0000007.png,1,image_0000582,train
image_0000582_crop_0000008.png,1,image_0000582,train
image_0000582_crop_0000009.png,1,image_0000582,train
image_0000582_crop_0000010.png,1,image_0000582,train
image_0000582_crop_0000011.png,1,image_0000582,train
image_0000582_crop_0000012.png,1,image_0000582,train
image_0000582_crop_0000013.png,1,image_0000582,train
image_0000582_crop_0000014.png,1,image_0000582,train
image_0000582_crop_0000016.png,1,image_0000582,train
image_0000582_crop_0000017.png,1,image_0000582,train
image_0000582_crop_0000018.png,1,image_0000582,train
