image_name,slice_index,keep
image_0000380_crop_0000006.png,2,1
image_0000380_crop_0000007.png,1,1
image_0000380_crop_0000007.png,2,1
image_0000380_crop_0000008.png,1,1
image_0000380_crop_0000008.png,2,1
image_0000380_crop_0000008.png,3,1
image_0000380_crop_0000008.png,4,1
image_0000393_crop_0000001.png,1,1
image_0000393_crop_0000001.png,2,1
image_0000393_crop_0000001.png,3,1
image_0000393_crop_0000002.png,1,1
image_0000393_crop_0000002.png,2,1
image_0000393_crop_0000003.png,1,1
image_0000393_crop_0000003.png,2,1
image_0000393_crop_0000003.png,3,1
image_0000393_crop_0000003.png,4,1
image_0000395_crop_0000001.png,1,1
image_0000395_crop_0000001.png,2,1
image_0000395_crop_0000001.png,3,1
image_0000395_crop_0000001.png,4,1
image_0000395_crop_0000003.png,1,1
image_0000395_crop_0000003.png,2,1
image_0000395_crop_0000004.png,1,1
image_0000395_crop_0000004.png,2,1
image_0000401_crop_0000001.png,1,1
image_0000401_crop_0000001.png,2,1
image_0000406_crop_0000001.png,1,1
image_0000406_crop_0000001.png,2,1
image_0000406_crop_0000002.png,1,1
image_0000406_crop_0000002.png,2,1
image_0000406_crop_0000003.png,1,1
image_0000406_crop_0000003.png,2,1
image_0000406_crop_0000004.png,1,1
image_0000406_crop_0000004.png,2,1
image_0000406_crop_0000004.png,3,1
image_0000408_crop_0000001.png,1,1
image_0000408_crop_0000001.png,2,1
image_0000408_crop_0000001.png,3,1
image_0000412_crop_0000001.png,1,0
image_0000412_crop_0000001.png,2,0
image_0000412_crop_0000001.png,3,0
image_0000412_crop_0000002.png,1,0
image_0000412_crop_0000002.png,2,0
image_0000418_crop_0000008.png,1,0
image_0000418_crop_0000008.png,2,1
image_0000418_crop_0000008.png,3,0
image_0000422_crop_0000001.png,1,1
image_0000422_crop_0000001.png,2,1
image_0000422_crop_0000001.png,3,1
image_0000422_crop_0000001.png,4,1
image_0000422_crop_0000001.png,5,1
image_0000422_crop_0000001.png,6,1
image_0000422_crop_0000002.png,1,1
image_0000422_crop_0000002.png,2,1
image_0000422_crop_0000002.png,3,1
image_0000427_crop_0000001.png,1,1
image_0000427_crop_0000001.png,2,0
image_0000427_crop_0000001.png,3,0
image_0000427_crop_0000001.png,4,0
image_0000427_crop_0000001.png,5,0
image_0000446_crop_0000004.png,1,1
image_0000446_crop_0000004.png,2,1
image_0000446_crop_0000007.png,1,1
image_0000446_crop_0000007.png,2,1
image_0000449_crop_0000002.png,1,1
image_0000449_crop_0000002.png,2,1
image_0000449_crop_0000002.png,3,1
image_0000449_crop_0000002.png,4,1
image_0000455_crop_0000001.png,1,1
image_0000455_crop_0000001.png,2,1
image_0000455_crop_0000002.png,1,1
image_0000455_crop_0000002.png,2,1
image_0000455_crop_0000004.png,1,1
image_0000455_crop_0000004.png,2,1
image_0000455_crop_0000005.png,1,0
image_0000455_crop_0000005.png,2,1
image_0000455_crop_0000006.png,1,1
image_0000455_crop_0000006.png,2,1
image_0000455_crop_0000006.png,3,1
image_0000455_crop_0000006.png,4,1
image_0000466_crop_0000003.png,1,1
image_0000466_crop_0000003.png,2,1
image_0000468_crop_0000003.png,1,1
image_0000468_crop_0000003.png,2,1
image_0000471_crop_0000002.png,1,0
image_0000471_crop_0000002.png,2,0
image_0000471_crop_0000002.png,3,0
image_0000473_crop_0000001.png,1,1
image_0000473_crop_0000001.png,2,1
image_0000473_crop_0000001.png,3,1
image_0000473_crop_0000001.png,4,1
image_0000473_crop_0000001.png,5,1
image_0000473_crop_0000001.png,6,1
image_0000473_crop_0000001.png,7,1
image_0000473_crop_0000002.png,1,1
image_0000473_crop_0000002.png,2,1
image_0000473_crop_0000002.png,3,1
image_0000473_crop_0000003.png,1,1
image_0000473_crop_0000003.png,2,1
image_0000473_crop_0000003.png,3,1
image_0000473_crop_0000004.png,1,1
image_0000473_crop_0000004.png,2,1
image_0000473_crop_0000004.png,3,1
image_0000474_crop_0000002.png,1,1
image_0000474_crop_0000002.png,2,1
image_0000486_crop_0000001.png,1,1
image_0000486_crop_0000001.png,2,1
image_0000487_crop_0000002.png,1,1
image_0000487_crop_0000002.png,2,0
image_0000488_crop_0000001.png,1,1
image_0000488_crop_0000001.png,2,1
image_0000502_crop_0000001.png,1,1
image_0000502_crop_0000001.png,2,0
image_0000504_crop_0000001.png,1,0
image_0000504_crop_0000001.png,2,0
image_0000508_crop_0000001.png,1,1
image_0000508_crop_0000001.png,2,1
image_0000508_crop_0000002.png,1,1
image_0000508_crop_0000002.png,2,1
image_0000508_crop_0000002.png,3,1
image_0000516_crop_0000002.png,1,1
image_0000516_crop_0000002.png,2,1
image_0000516_crop_0000002.png,3,1
image_0000516_crop_0000002.png,4,1
image_0000517_crop_0000007.png,1,1
image_0000517_crop_0000007.png,2,1
image_0000518_crop_0000001.png,1,0
image_0000518_crop_0000001.png,2,1
image_0000520_crop_0000001.png,1,1
image_0000520_crop_0000001.png,2,1
image_0000520_crop_0000001.png,3,1
image_0000520_crop_0000001.png,4,1
image_0000520_crop_0000002.png,1,0
image_0000520_crop_0000002.png,2,0
image_0000520_crop_0000003.png,1,0
image_0000520_crop_0000003.png,2,0
image_0000522_crop_0000001.png,1,1
image_0000522_crop_0000001.png,2,1
image_0000522_crop_0000002.png,1,1
image_0000522_crop_0000002.png,2,1
image_0000528_crop_0000001.png,1,0
image_0000528_crop_0000001.png,2,0
image_0000528_crop_0000001.png,3,0
image_0000528_crop_0000001.png,4,0
image_0000529_crop_0000001.png,1,1
image_0000529_crop_0000001.png,2,1
image_0000533_crop_0000001.png,1,1
image_0000533_crop_0000001.png,2,1
image_0000535_crop_0000002.png,1,1
image_0000535_crop_0000002.png,2,1
image_0000536_crop_0000001.png,1,1
image_0000536_crop_0000001.png,2,1
image_0000538_crop_0000002.png,1,1
image_0000538_crop_0000002.png,2,1
image_0000543_crop_0000001.png,1,1
image_0000543_crop_0000001.png,2,1
image_0000553_crop_0000007.png,1,0
image_0000553_crop_0000007.png,2,0
image_0000554_crop_0000006.png,1,1
image_0000554_crop_0000006.png,2,1
image_0000554_crop_0000006.png,3,1
image_0000554_crop_0000006.png,4,1
image_0000554_crop_0000006.png,5,0
image_0000554_crop_0000007.png,1,1
image_0000554_crop_0000007.png,2,1
image_0000554_crop_0000007.png,3,1
image_0000554_crop_0000007.png,4,1
image_0000554_crop_0000008.png,1,1
image_0000554_crop_0000008.png,2,1
image_0000554_crop_0000008.png,3,1
image_0000554_crop_0000008.png,4,1
image_0000554_crop_0000008.png,5,1
image_0000554_crop_0000008.png,6,1
image_0000554_crop_0000008.png,7,1
image_0000554_crop_0000008.png,8,1
image_0000554_crop_0000008.png,9,1
image_0000554_crop_0000010.png,1,1
image_0000554_crop_0000010.png,2,1
image_0000554_crop_0000010.png,3,1
image_0000554_crop_0000010.png,4,1
image_0000554_crop_0000010.png,5,1
image_0000554_crop_0000011.png,1,1
image_0000554_crop_0000011.png,2,1
image_0000554_crop_0000011.png,3,1
image_0000554_crop_0000011.png,4,1
image_0000556_crop_0000001.png,1,1
image_0000556_crop_0000001.png,2,1
image_0000556_crop_0000004.png,1,0
image_0000556_crop_0000004.png,2,1
image_0000556_crop_0000006.png,1,1
image_0000556_crop_0000006.png,2,1
image_0000557_crop_0000001.png,1,1
image_0000557_crop_0000001.png,2,1
image_0000557_crop_0000003.png,1,1
image_0000557_crop_0000003.png,2,1
image_0000557_crop_0000003.png,3,1
image_0000557_crop_0000003.png,4,1
image_0000557_crop_0000004.png,1,1
image_0000557_crop_0000004.png,2,0
image_0000557_crop_0000004.png,3,1
image_0000557_crop_0000007.png,1,1
image_0000557_crop_0000007.png,2,1
image_0000557_crop_0000008.png,1,1
image_0000557_crop_0000008.png,2,1
image_0000557_crop_0000008.png,3,0
image_0000557_crop_0000008.png,4,1
image_0000557_crop_0000010.png,1,1
image_0000557_crop_0000010.png,2,1
image_0000557_crop_0000010.png,3,1
image_0000557_crop_0000010.png,4,1
image_0000557_crop_0000010.png,5,1
image_0000557_crop_0000011.png,1,0
image_0000557_crop_0000011.png,2,1
image_0000557_crop_0000011.png,3,0
image_0000557_crop_0000013.png,1,1
image_0000557_crop_0000013.png,2,1
image_0000557_crop_0000017.png,1,1
image_0000557_crop_0000017.png,2,1
image_0000558_crop_0000001.png,1,1
image_0000558_crop_0000001.png,2,1
image_0000558_crop_0000001.png,3,1
image_0000558_crop_0000002.png,1,0
image_0000558_crop_0000002.png,2,1
image_0000558_crop_0000002.png,3,1
image_0000558_crop_0000003.png,1,1
image_0000558_crop_0000003.png,2,1
image_0000558_crop_0000003.png,3,1
image_0000558_crop_0000004.png,1,1
image_0000558_crop_0000004.png,2,1
image_0000558_crop_0000006.png,1,1
image_0000558_crop_0000006.png,2,1
image_0000573_crop_0000002.png,1,1
image_0000573_crop_0000002.png,2,1
image_0000573_crop_0000004.png,1,1
image_0000573_crop_0000004.png,2,1
image_0000574_crop_0000003.png,1,1
image_0000574_crop_0000003.png,2,1
image_0000574_crop_0000004.png,1,1
image_0000574_crop_0000004.png,2,1
image_0000574_crop_0000004.png,3,1
image_0000574_crop_0000005.png,1,1
image_0000574_crop_0000005.png,2,1
image_0000575_crop_0000003.png,1,1
image_0000575_crop_0000003.png,2,1
image_0000576_crop_0000001.png,1,1
image_0000576_crop_0000001.png,2,1
image_0000576_crop_0000001.png,3,1
image_0000576_crop_0000001.png,4,1
image_0000576_crop_0000002.png,1,1
image_0000576_crop_0000002.png,2,1
image_0000576_crop_0000004.png,1,1
image_0000576_crop_0000004.png,2,1
image_0000576_crop_0000004.png,3,1
image_0000577_crop_0000001.png,1,1
image_0000577_crop_0000001.png,2,1
image_0000577_crop_0000002.png,1,1
image_0000577_crop_0000002.png,2,1
image_0000577_crop_0000002.png,3,1
image_0000578_crop_0000001.png,1,0
image_0000578_crop_0000001.png,2,0
image_0000581_crop_0000002.png,1,1
image_0000581_crop_0000002.png,2,0
image_0000581_crop_0000004.png,1,1
image_0000581_crop_0000004.png,2,1
image_0000582_crop_0000001.png,1,1
image_0000582_crop_0000001.png,2,1
image_0000582_crop_0000002.png,1,1
image_0000582_crop_0000002.png,2,1
image_0000582_crop_0000002.png,3,1
image_0000582_crop_0000002.png,4,1
image_0000582_crop_0000004.png,1,0
image_0000582_crop_0000004.png,2,1
image_0000582_crop_0000005.png,1,1
image_0000582_crop_0000005.png,2,1
image_0000582_crop_0000006.png,1,1
image_0000582_crop_0000006.png,2,1
image_0000582_crop_0000006.png,3,1
image_0000582_crop_0000007.png,1,1
image_0000582_crop_0000007.png,2,1
image_0000582_crop_0000008.png,1,1
image_0000582_crop_0000008.png,2,1
image_0000582_crop_0000009.png,1,1
image_0000582_crop_0000009.png,2,1
image_0000582_crop_0000010.png,1,0
image_0000582_crop_0000010.png,2,0
image_0000582_crop_0000013.png,1,1
image_0000582_crop_0000013.png,2,1
image_0000582_crop_0000014.png,1,1
image_0000582_crop_0000014.png,2,1
image_0000582_crop_0000017.png,1,0
image_0000582_crop_0000017.png,2,1
image_0000582_crop_0000017.png,3,1
image_0000582_crop_0000018.png,1,1
image_0000582_crop_0000018.png,2,0
image_0000583_crop_0000001.png,1,1
image_0000583_crop_0000001.png,2,1
image_0000583_crop_0000003.png,1,1
image_0000583_crop_0000003.png,2,1
image_0000583_crop_0000003.png,3,1
image_0000583_crop_0000003.png,4,1
image_0000583_crop_0000003.png,5,1
image_0000583_crop_0000004.png,1,1
image_0000583_crop_0000004.png,2,1
image_0000583_crop_0000004.png,3,1
image_0000583_crop_0000005.png,1,1
image_0000583_crop_0000005.png,2,1
image_0000583_crop_0000005.png,3,1
image_0000583_crop_0000006.png,1,1
image_0000583_crop_0000006.png,2,1
image_0000583_crop_0000006.png,3,1
image_0000583_crop_0000006.png,4,1
image_0000583_crop_0000007.png,1,0
image_0000583_crop_0000007.png,2,0
image_0000583_crop_0000007.png,3,0
image_0000585_crop_0000001.png,1,1
image_0000585_crop_0000001.png,2,1
image_0000585_crop_0000001.png,3,1
image_0000585_crop_0000001.png,4,1
image_0000585_crop_0000001.png,5,1
image_0000585_crop_0000001.png,6,1
image_0000585_crop_0000002.png,1,1
image_0000585_crop_0000002.png,2,1
image_0000585_crop_0000002.png,3,1
image_0000589_crop_0000001.png,1,1
image_0000589_crop_0000001.png,2,1
image_0000589_crop_0000002.png,1,1
image_0000589_crop_0000002.png,2,1
image_0000589_crop_0000002.png,3,1
image_0000589_crop_0000002.png,4,1
image_0000589_crop_0000002.png,5,1
image_0000589_crop_0000002.png,6,1
image_0000589_crop_0000005.png,1,0
image_0000589_crop_0000005.png,2,1
image_0000589_crop_0000005.png,3,1
image_0000594_crop_0000003.png,1,1
image_0000594_crop_0000003.png,2,1
image_0000594_crop_0000004.png,1,1
image_0000594_crop_0000004.png,2,1
image_0000594_crop_0000004.png,3,1
image_0000595_crop_0000001.png,1,1
image_0000595_crop_0000001.png,2,1
image_0000595_crop_0000001.png,3,1
image_0000595_crop_0000001.png,4,1
image_0000595_crop_0000001.png,5,1
image_0000595_crop_0000002.png,1,1
image_0000595_crop_0000002.png,2,1
image_0000595_crop_0000002.png,3,1
image_0000595_crop_0000003.png,1,1
image_0000595_crop_0000003.png,2,1
image_0000595_crop_0000003.png,3,1
image_0000595_crop_0000004.png,1,1
image_0000595_crop_0000004.png,2,1
image_0000595_crop_0000004.png,3,0
image_0000596_crop_0000001.png,1,0
image_0000596_crop_0000001.png,2,0
image_0000598_crop_0000002.png,1,1
image_0000598_crop_0000002.png,2,1
image_0000600_crop_0000002.png,1,1
image_0000600_crop_0000002.png,2,1
image_0000600_crop_0000002.png,3,1
image_0000603_crop_0000001.png,1,1
image_0000603_crop_0000001.png,2,1
image_0000603_crop_0000003.png,1,0
image_0000603_crop_0000003.png,2,0
image_0000605_crop_0000001.png,1,1
image_0000605_crop_0000001.png,2,1
image_0000605_crop_0000001.png,3,1
image_0000605_crop_0000001.png,4,1
image_0000605_crop_0000001.png,5,1
image_0000605_crop_0000001.png,6,1
image_0000605_crop_0000002.png,1,1
image_0000605_crop_0000002.png,2,1
image_0000605_crop_0000002.png,3,1
image_0000605_crop_0000002.png,4,1
image_0000605_crop_0000002.png,5,1
image_0000605_crop_0000002.png,6,1
image_0000605_crop_0000002.png,7,1
image_0000605_crop_0000002.png,8,1
image_0000605_crop_0000002.png,9,1
image_0000605_crop_0000002.png,10,1
image_0000605_crop_0000002.png,11,1
image_0000605_crop_0000002.png,12,1
image_0000605_crop_0000003.png,1,0
image_0000605_crop_0000003.png,2,1
image_0000605_crop_0000004.png,1,0
image_0000605_crop_0000004.png,2,1
image_0000605_crop_0000005.png,1,1
image_0000605_crop_0000005.png,2,1
image_0000609_crop_0000001.png,1,0
image_0000609_crop_0000001.png,2,0
image_0000609_crop_0000006.png,1,0
image_0000609_crop_0000006.png,2,1
image_0000612_crop_0000002.png,1,1
image_0000612_crop_0000002.png,2,1
image_0000613_crop_0000005.png,1,1
image_0000613_crop_0000005.png,2,0
image_0000613_crop_0000005.png,3,0
image_0000616_crop_0000001.png,1,1
image_0000616_crop_0000001.png,2,1
image_0000616_crop_0000002.png,1,1
image_0000616_crop_0000002.png,2,1
image_0000620_crop_0000002.png,1,1
image_0000620_crop_0000002.png,2,1
image_0000620_crop_0000003.png,1,1
image_0000620_crop_0000003.png,2,1
image_0000620_crop_0000003.png,3,1
image_0000621_crop_0000001.png,1,1
image_0000621_crop_0000001.png,2,1
image_0000621_crop_0000002.png,1,1
image_0000621_crop_0000002.png,2,1
image_0000621_crop_0000003.png,1,0
image_0000621_crop_0000003.png,2,0
image_0000622_crop_0000002.png,1,1
image_0000622_crop_0000002.png,2,1
image_0000623_crop_0000002.png,1,1
image_0000623_crop_0000002.png,2,1
image_0000623_crop_0000003.png,1,1
image_0000623_crop_0000003.png,2,1
image_0000623_crop_0000003.png,3,0
image_0000623_crop_0000004.png,1,1
image_0000623_crop_0000004.png,2,1
image_0000623_crop_0000004.png,3,1
image_0000623_crop_0000004.png,4,1
image_0000627_crop_0000002.png,1,1
image_0000627_crop_0000002.png,2,1
image_0000627_crop_0000003.png,1,0
image_0000627_crop_0000003.png,2,0
image_0000628_crop_0000001.png,1,1
image_0000628_crop_0000001.png,2,1
image_0000628_crop_0000001.png,3,1
image_0000628_crop_0000001.png,4,1
image_0000628_crop_0000001.png,5,1
image_0000628_crop_0000002.png,1,1
image_0000628_crop_0000002.png,2,1
image_0000628_crop_0000002.png,3,1
image_0000629_crop_0000002.png,1,1
image_0000629_crop_0000002.png,2,1
image_0000629_crop_0000005.png,1,1
image_0000629_crop_0000005.png,2,1
image_0000631_crop_0000001.png,1,1
image_0000631_crop_0000001.png,2,1
image_0000631_crop_0000002.png,1,1
image_0000631_crop_0000002.png,2,1
image_0000640_crop_0000001.png,1,1
image_0000640_crop_0000001.png,2,1
image_0000640_crop_0000002.png,1,1
image_0000640_crop_0000002.png,2,1
image_0000641_crop_0000001.png,1,1
image_0000641_crop_0000001.png,2,1
image_0000641_crop_0000002.png,1,1
image_0000641_crop_0000002.png,2,1
image_0000641_crop_0000004.png,1,1
image_0000641_crop_0000004.png,2,1
image_0000641_crop_0000005.png,1,1
image_0000641_crop_0000005.png,2,1
image_0000643_crop_0000003.png,1,0
image_0000643_crop_0000003.png,2,0
image_0000645_crop_0000001.png,1,1
image_0000645_crop_0000001.png,2,1
image_0000645_crop_0000001.png,3,1
image_0000646_crop_0000001.png,1,1
image_0000646_crop_0000001.png,2,1
image_0000646_crop_0000002.png,1,1
image_0000646_crop_0000002.png,2,1
image_0000646_crop_0000003.png,1,1
image_0000646_crop_0000003.png,2,1
image_0000646_crop_0000003.png,3,1
image_0000648_crop_0000001.png,1,1
image_0000648_crop_0000001.png,2,1
image_0000648_crop_0000002.png,1,1
image_0000648_crop_0000002.png,2,1
image_0000649_crop_0000001.png,1,0
image_0000649_crop_0000001.png,2,1
image_0000652_crop_0000006.png,1,1
image_0000652_crop_0000006.png,2,1
image_0000652_crop_0000006.png,3,1
image_0000652_crop_0000006.png,4,1
image_0000653_crop_0000001.png,1,1
image_0000653_crop_0000001.png,2,1
